image_name,xmin,xmax,ymin,ymax,class_id
178_2b2_Lr_mc_AKGC417L_1.png,0,44,56,218,1
178_2b2_Lr_mc_AKGC417L_1.png,44,113,56,218,1
178_2b2_Lr_mc_AKGC417L_1.png,113,182,56,218,1
178_2b2_Lr_mc_AKGC417L_1.png,182,224,56,218,1
172_1b3_Al_mc_AKGC417L_2.png,114,191,56,218,2
172_1b3_Al_mc_AKGC417L_2.png,0,23,56,218,1
172_1b3_Al_mc_AKGC417L_2.png,23,114,56,218,1
156_8b3_Al_mc_AKGC417L_0.png,134,210,56,218,2
156_8b3_Al_mc_AKGC417L_0.png,210,224,56,218,2
156_8b3_Al_mc_AKGC417L_0.png,134,210,56,218,3
156_8b3_Al_mc_AKGC417L_0.png,210,224,56,218,3
156_8b3_Al_mc_AKGC417L_0.png,62,134,56,218,1
178_1b2_Tc_mc_AKGC417L_0.png,41,86,56,218,3
178_1b2_Tc_mc_AKGC417L_0.png,86,128,56,218,3
178_1b2_Tc_mc_AKGC417L_0.png,128,176,56,218,3
178_1b2_Tc_mc_AKGC417L_0.png,1,41,56,218,1
178_1b2_Tc_mc_AKGC417L_0.png,176,224,56,218,1
158_1p4_Lr_mc_AKGC417L_2.png,61,127,56,218,2
158_1p4_Lr_mc_AKGC417L_2.png,127,192,56,218,2
158_1p4_Lr_mc_AKGC417L_2.png,0,61,56,218,3
158_1p4_Lr_mc_AKGC417L_2.png,61,127,56,218,3
158_1p4_Lr_mc_AKGC417L_2.png,127,192,56,218,3
130_1p4_Pr_mc_AKGC417L_2.png,0,18,56,218,1
130_1p4_Pr_mc_AKGC417L_2.png,18,101,56,218,1
130_1p4_Pr_mc_AKGC417L_2.png,101,190,56,218,1
138_1p2_Lr_mc_AKGC417L_0.png,5,119,56,218,2
138_1p2_Lr_mc_AKGC417L_0.png,119,224,56,218,2
138_1p2_Lr_mc_AKGC417L_0.png,5,119,56,218,3
177_1b4_Ar_mc_AKGC417L_2.png,0,19,56,218,1
177_1b4_Ar_mc_AKGC417L_2.png,19,152,56,218,1
172_2b5_Al_mc_AKGC417L_1.png,0,12,56,218,2
172_2b5_Al_mc_AKGC417L_1.png,12,102,56,218,2
172_2b5_Al_mc_AKGC417L_1.png,102,189,56,218,2
172_2b5_Al_mc_AKGC417L_1.png,189,224,56,218,2
223_1b1_Lr_sc_Meditron_3.png,0,94,56,218,2
223_1b1_Lr_sc_Meditron_3.png,94,200,56,218,2
223_1b1_Lr_sc_Meditron_3.png,200,224,56,218,2
130_1p3_Ar_mc_AKGC417L_1.png,0,40,56,218,2
130_1p3_Ar_mc_AKGC417L_1.png,40,150,56,218,2
130_1p3_Ar_mc_AKGC417L_1.png,0,40,56,218,3
130_1p3_Ar_mc_AKGC417L_1.png,40,150,56,218,3
130_1p3_Ar_mc_AKGC417L_1.png,150,224,56,218,3
160_1b4_Lr_mc_AKGC417L_0.png,63,210,56,218,3
160_1b4_Lr_mc_AKGC417L_0.png,210,224,56,218,3
158_1p2_Ll_mc_AKGC417L_1.png,0,28,56,218,2
158_1p2_Ll_mc_AKGC417L_1.png,28,105,56,218,2
158_1p2_Ll_mc_AKGC417L_1.png,105,183,56,218,2
158_1p2_Ll_mc_AKGC417L_1.png,183,224,56,218,2
158_1p2_Ll_mc_AKGC417L_1.png,28,105,56,218,3
133_2p3_Tc_mc_AKGC417L_1.png,94,177,56,218,2
133_2p3_Tc_mc_AKGC417L_1.png,0,12,56,218,1
133_2p3_Tc_mc_AKGC417L_1.png,12,94,56,218,1
133_2p3_Tc_mc_AKGC417L_1.png,177,224,56,218,1
154_3b3_Al_mc_AKGC417L_0.png,28,115,56,218,1
154_3b3_Al_mc_AKGC417L_0.png,115,224,56,218,1
138_1p2_Pl_mc_AKGC417L_0.png,5,119,56,218,2
138_1p2_Pl_mc_AKGC417L_0.png,119,224,56,218,2
138_1p2_Pl_mc_AKGC417L_0.png,5,119,56,218,3
200_2p3_Al_mc_AKGC417L_2.png,0,189,56,218,1
198_6p1_Pr_mc_AKGC417L_2.png,0,2,56,218,2
198_6p1_Pr_mc_AKGC417L_2.png,2,87,56,218,2
198_6p1_Pr_mc_AKGC417L_2.png,87,191,56,218,1
138_1p3_Pl_mc_AKGC417L_2.png,0,31,56,218,2
138_1p3_Pl_mc_AKGC417L_2.png,31,151,56,218,2
154_1b3_Al_mc_AKGC417L_2.png,0,18,56,218,2
154_1b3_Al_mc_AKGC417L_2.png,67,116,56,218,2
154_1b3_Al_mc_AKGC417L_2.png,116,163,56,218,2
154_1b3_Al_mc_AKGC417L_2.png,163,186,56,218,2
154_1b3_Al_mc_AKGC417L_2.png,18,67,56,218,1
112_1p1_Ll_sc_Litt3200_2.png,0,18,56,218,3
112_1p1_Ll_sc_Litt3200_2.png,18,110,56,218,3
112_1p1_Ll_sc_Litt3200_2.png,110,194,56,218,3
112_1p1_Ll_sc_Litt3200_2.png,194,224,56,218,1
222_1b1_Pr_sc_Meditron_8.png,0,57,56,218,3
222_1b1_Pr_sc_Meditron_8.png,57,144,56,218,3
222_1b1_Pr_sc_Meditron_8.png,144,224,56,218,3
172_1b4_Al_mc_AKGC417L_0.png,111,188,56,218,2
172_1b4_Al_mc_AKGC417L_0.png,188,224,56,218,3
122_2b1_Tc_mc_LittC2SE_1.png,0,11,56,218,3
122_2b1_Tc_mc_LittC2SE_1.png,11,116,56,218,3
122_2b1_Tc_mc_LittC2SE_1.png,116,224,56,218,3
203_2p3_Al_mc_AKGC417L_0.png,20,89,56,218,1
203_2p3_Al_mc_AKGC417L_0.png,89,201,56,218,1
203_2p3_Al_mc_AKGC417L_0.png,201,224,56,218,1
114_1b4_Pl_mc_AKGC417L_0.png,10,86,56,218,2
114_1b4_Pl_mc_AKGC417L_0.png,86,192,56,218,2
114_1b4_Pl_mc_AKGC417L_0.png,192,224,56,218,2
114_1b4_Pl_mc_AKGC417L_0.png,10,86,56,218,3
114_1b4_Pl_mc_AKGC417L_0.png,86,192,56,218,3
114_1b4_Pl_mc_AKGC417L_0.png,192,224,56,218,3
186_2b2_Tc_mc_AKGC417L_0.png,43,169,56,218,1
186_2b2_Tc_mc_AKGC417L_0.png,169,224,56,218,1
154_2b4_Lr_mc_AKGC417L_0.png,43,122,56,218,2
154_2b4_Lr_mc_AKGC417L_0.png,122,205,56,218,2
154_2b4_Lr_mc_AKGC417L_0.png,205,224,56,218,2
138_1p4_Pl_mc_AKGC417L_0.png,44,169,56,218,2
138_1p4_Pl_mc_AKGC417L_0.png,169,224,56,218,2
138_1p4_Pl_mc_AKGC417L_0.png,44,169,56,218,3
154_1b3_Ar_mc_AKGC417L_1.png,90,146,56,218,2
154_1b3_Ar_mc_AKGC417L_1.png,0,33,56,218,1
154_1b3_Ar_mc_AKGC417L_1.png,33,90,56,218,1
154_1b3_Ar_mc_AKGC417L_1.png,146,195,56,218,1
154_1b3_Ar_mc_AKGC417L_1.png,195,224,56,218,1
140_2b3_Ll_mc_LittC2SE_2.png,0,69,56,218,1
140_2b3_Ll_mc_LittC2SE_2.png,69,140,56,218,1
140_2b3_Ll_mc_LittC2SE_2.png,140,191,56,218,1
115_1b1_Ar_sc_Meditron_1.png,101,123,56,218,3
115_1b1_Ar_sc_Meditron_1.png,0,13,56,218,1
115_1b1_Ar_sc_Meditron_1.png,13,39,56,218,1
115_1b1_Ar_sc_Meditron_1.png,39,72,56,218,1
115_1b1_Ar_sc_Meditron_1.png,72,101,56,218,1
115_1b1_Ar_sc_Meditron_1.png,123,166,56,218,1
115_1b1_Ar_sc_Meditron_1.png,166,192,56,218,1
115_1b1_Ar_sc_Meditron_1.png,192,213,56,218,1
115_1b1_Ar_sc_Meditron_1.png,213,224,56,218,1
223_1b1_Pr_sc_Meditron_1.png,0,44,56,218,1
223_1b1_Pr_sc_Meditron_1.png,44,133,56,218,1
223_1b1_Pr_sc_Meditron_1.png,133,224,56,218,1
157_1b1_Al_sc_Meditron_1.png,0,196,56,218,1
157_1b1_Al_sc_Meditron_1.png,196,224,56,218,1
130_2p5_Pl_mc_AKGC417L_1.png,0,27,56,218,2
130_2p5_Pl_mc_AKGC417L_1.png,27,89,56,218,2
130_2p5_Pl_mc_AKGC417L_1.png,89,146,56,218,2
130_2p5_Pl_mc_AKGC417L_1.png,146,222,56,218,2
130_2p5_Pl_mc_AKGC417L_1.png,222,224,56,218,2
130_2p5_Pl_mc_AKGC417L_1.png,89,146,56,218,3
130_2p5_Pl_mc_AKGC417L_1.png,222,224,56,218,3
130_1p4_Al_mc_AKGC417L_0.png,3,92,56,218,3
130_1p4_Al_mc_AKGC417L_0.png,92,196,56,218,3
130_1p4_Al_mc_AKGC417L_0.png,196,224,56,218,3
200_3p4_Tc_mc_AKGC417L_1.png,0,131,56,218,1
200_3p4_Tc_mc_AKGC417L_1.png,131,224,56,218,1
176_1b3_Lr_mc_AKGC417L_0.png,68,200,56,218,2
176_1b3_Lr_mc_AKGC417L_0.png,200,224,56,218,2
176_1b3_Lr_mc_AKGC417L_0.png,2,68,56,218,1
138_2p2_Ar_mc_AKGC417L_0.png,102,193,56,218,2
138_2p2_Ar_mc_AKGC417L_0.png,193,224,56,218,2
138_2p2_Ar_mc_AKGC417L_0.png,193,224,56,218,3
138_2p2_Ar_mc_AKGC417L_0.png,53,102,56,218,1
107_2b4_Lr_mc_AKGC417L_2.png,0,65,56,218,2
107_2b4_Lr_mc_AKGC417L_2.png,65,143,56,218,2
107_2b4_Lr_mc_AKGC417L_2.png,143,177,56,218,2
138_1p3_Pr_mc_AKGC417L_1.png,0,122,56,218,2
138_1p3_Pr_mc_AKGC417L_1.png,122,224,56,218,2
215_1b2_Ar_sc_Meditron_1.png,0,123,56,218,3
215_1b2_Ar_sc_Meditron_1.png,123,224,56,218,3
203_1p2_Pl_mc_AKGC417L_0.png,13,75,56,218,2
203_1p2_Pl_mc_AKGC417L_0.png,75,138,56,218,2
203_1p2_Pl_mc_AKGC417L_0.png,138,207,56,218,2
203_1p2_Pl_mc_AKGC417L_0.png,207,224,56,218,1
176_1b4_Lr_mc_AKGC417L_2.png,0,73,56,218,2
176_1b4_Lr_mc_AKGC417L_2.png,73,191,56,218,2
103_2b2_Ar_mc_LittC2SE_1.png,0,134,56,218,3
103_2b2_Ar_mc_LittC2SE_1.png,134,224,56,218,3
163_8b3_Lr_mc_AKGC417L_1.png,0,105,56,218,1
163_8b3_Lr_mc_AKGC417L_1.png,105,212,56,218,1
163_8b3_Lr_mc_AKGC417L_1.png,212,224,56,218,1
122_2b2_Al_mc_LittC2SE_0.png,1,37,56,218,1
122_2b2_Al_mc_LittC2SE_0.png,37,140,56,218,1
122_2b2_Al_mc_LittC2SE_0.png,140,224,56,218,1
172_1b4_Ll_mc_AKGC417L_2.png,0,102,56,218,2
172_1b4_Ll_mc_AKGC417L_2.png,102,191,56,218,1
128_1b3_Tc_mc_LittC2SE_2.png,0,171,56,218,2
128_1b3_Tc_mc_LittC2SE_2.png,171,191,56,218,1
162_2b2_Pl_mc_AKGC417L_0.png,2,125,56,218,1
162_2b2_Pl_mc_AKGC417L_0.png,125,224,56,218,1
186_2b4_Ar_mc_AKGC417L_1.png,0,73,56,218,2
186_2b4_Ar_mc_AKGC417L_1.png,73,206,56,218,2
186_2b4_Ar_mc_AKGC417L_1.png,206,224,56,218,2
170_1b3_Ar_mc_AKGC417L_2.png,0,74,56,218,1
170_1b3_Ar_mc_AKGC417L_2.png,74,161,56,218,1
113_1b1_Al_sc_Litt3200_0.png,47,90,56,218,1
113_1b1_Al_sc_Litt3200_0.png,90,147,56,218,1
113_1b1_Al_sc_Litt3200_0.png,147,195,56,218,1
113_1b1_Al_sc_Litt3200_0.png,195,224,56,218,1
192_2b2_Ar_mc_LittC2SE_2.png,0,2,56,218,3
192_2b2_Ar_mc_LittC2SE_2.png,2,93,56,218,3
192_2b2_Ar_mc_LittC2SE_2.png,93,182,56,218,3
192_2b2_Ar_mc_LittC2SE_2.png,182,191,56,218,3
158_1p2_Pl_mc_AKGC417L_1.png,0,28,56,218,2
158_1p2_Pl_mc_AKGC417L_1.png,28,105,56,218,2
158_1p2_Pl_mc_AKGC417L_1.png,28,105,56,218,3
158_1p2_Pl_mc_AKGC417L_1.png,105,183,56,218,3
158_1p2_Pl_mc_AKGC417L_1.png,183,224,56,218,3
186_2b4_Pl_mc_AKGC417L_1.png,73,206,56,218,2
186_2b4_Pl_mc_AKGC417L_1.png,206,224,56,218,2
186_2b4_Pl_mc_AKGC417L_1.png,0,73,56,218,1
115_1b1_Ar_sc_Meditron_0.png,2,13,56,218,1
115_1b1_Ar_sc_Meditron_0.png,13,40,56,218,1
115_1b1_Ar_sc_Meditron_0.png,40,70,56,218,1
115_1b1_Ar_sc_Meditron_0.png,70,95,56,218,1
115_1b1_Ar_sc_Meditron_0.png,95,126,56,218,1
115_1b1_Ar_sc_Meditron_0.png,126,152,56,218,1
115_1b1_Ar_sc_Meditron_0.png,152,181,56,218,1
115_1b1_Ar_sc_Meditron_0.png,181,211,56,218,1
115_1b1_Ar_sc_Meditron_0.png,211,224,56,218,1
169_1b1_Lr_sc_Meditron_0.png,19,114,56,218,2
169_1b1_Lr_sc_Meditron_0.png,114,209,56,218,2
169_1b1_Lr_sc_Meditron_0.png,209,224,56,218,1
130_1p3_Pr_mc_AKGC417L_2.png,0,34,56,218,1
130_1p3_Pr_mc_AKGC417L_2.png,34,140,56,218,1
130_1p3_Pr_mc_AKGC417L_2.png,140,190,56,218,1
120_1b1_Pr_sc_Meditron_4.png,0,52,56,218,1
120_1b1_Pr_sc_Meditron_4.png,52,169,56,218,1
120_1b1_Pr_sc_Meditron_4.png,169,224,56,218,1
218_1b1_Al_sc_Meditron_9.png,71,224,56,218,2
218_1b1_Al_sc_Meditron_9.png,71,224,56,218,3
218_1b1_Al_sc_Meditron_9.png,0,71,56,218,1
158_2p3_Tc_mc_AKGC417L_0.png,38,105,56,218,2
158_2p3_Tc_mc_AKGC417L_0.png,2,38,56,218,3
158_2p3_Tc_mc_AKGC417L_0.png,38,105,56,218,3
158_2p3_Tc_mc_AKGC417L_0.png,105,164,56,218,3
158_2p3_Tc_mc_AKGC417L_0.png,164,216,56,218,3
158_2p3_Tc_mc_AKGC417L_0.png,216,224,56,218,3
146_2b2_Pl_mc_AKGC417L_2.png,0,77,56,218,2
146_2b2_Pl_mc_AKGC417L_2.png,77,191,56,218,2
146_2b2_Pl_mc_AKGC417L_2.png,0,77,56,218,3
146_2b2_Pl_mc_AKGC417L_2.png,77,191,56,218,3
223_1b1_Pr_sc_Meditron_4.png,0,40,56,218,3
223_1b1_Pr_sc_Meditron_4.png,40,157,56,218,3
162_2b2_Tc_mc_AKGC417L_0.png,2,125,56,218,1
162_2b2_Tc_mc_AKGC417L_0.png,125,224,56,218,1
172_1b3_Lr_mc_AKGC417L_0.png,37,123,56,218,1
172_1b3_Lr_mc_AKGC417L_0.png,123,217,56,218,1
172_1b3_Lr_mc_AKGC417L_0.png,217,224,56,218,1
157_1b1_Ar_sc_Meditron_5.png,0,36,56,218,1
157_1b1_Ar_sc_Meditron_5.png,36,224,56,218,1
213_1p2_Tc_mc_AKGC417L_0.png,36,148,56,218,1
213_1p2_Tc_mc_AKGC417L_0.png,148,224,56,218,1
151_2p2_Pl_mc_AKGC417L_2.png,54,165,56,218,3
151_2p2_Pl_mc_AKGC417L_2.png,0,54,56,218,1
154_2b4_Lr_mc_AKGC417L_1.png,0,62,56,218,2
154_2b4_Lr_mc_AKGC417L_1.png,62,147,56,218,2
154_2b4_Lr_mc_AKGC417L_1.png,147,224,56,218,2
140_2b2_Tc_mc_LittC2SE_1.png,0,48,56,218,1
140_2b2_Tc_mc_LittC2SE_1.png,48,109,56,218,1
140_2b2_Tc_mc_LittC2SE_1.png,109,175,56,218,1
140_2b2_Tc_mc_LittC2SE_1.png,175,224,56,218,1
128_1b3_Tc_mc_LittC2SE_1.png,35,213,56,218,2
128_1b3_Tc_mc_LittC2SE_1.png,213,224,56,218,2
128_1b3_Tc_mc_LittC2SE_1.png,0,35,56,218,1
166_1p1_Pr_sc_Meditron_2.png,0,39,56,218,1
166_1p1_Pr_sc_Meditron_2.png,39,111,56,218,1
166_1p1_Pr_sc_Meditron_2.png,111,172,56,218,1
166_1p1_Pr_sc_Meditron_2.png,172,224,56,218,1
170_1b4_Pr_mc_AKGC417L_1.png,180,224,56,218,2
170_1b4_Pr_mc_AKGC417L_1.png,0,75,56,218,1
170_1b4_Pr_mc_AKGC417L_1.png,75,180,56,218,1
154_4b4_Ll_mc_AKGC417L_2.png,0,23,56,218,1
154_4b4_Ll_mc_AKGC417L_2.png,23,91,56,218,1
154_4b4_Ll_mc_AKGC417L_2.png,91,153,56,218,1
154_4b4_Ll_mc_AKGC417L_2.png,153,182,56,218,1
116_1b2_Pl_sc_Meditron_0.png,110,224,56,218,3
116_1b2_Pl_sc_Meditron_0.png,1,110,56,218,1
175_1b1_Pr_sc_Litt3200_1.png,0,134,56,218,3
175_1b1_Pr_sc_Litt3200_1.png,134,224,56,218,3
104_1b1_Pr_sc_Litt3200_2.png,0,32,56,218,1
104_1b1_Pr_sc_Litt3200_2.png,32,142,56,218,1
104_1b1_Pr_sc_Litt3200_2.png,142,180,56,218,1
104_1b1_Pr_sc_Litt3200_2.png,180,204,56,218,1
104_1b1_Pr_sc_Litt3200_2.png,204,224,56,218,1
218_1b1_Pr_sc_Meditron_7.png,0,123,56,218,2
218_1b1_Pr_sc_Meditron_7.png,123,224,56,218,2
218_1b1_Pr_sc_Meditron_7.png,0,123,56,218,3
218_1b1_Pr_sc_Meditron_7.png,123,224,56,218,3
222_1b1_Lr_sc_Meditron_7.png,0,118,56,218,2
222_1b1_Lr_sc_Meditron_7.png,118,224,56,218,2
130_3p3_Pr_mc_AKGC417L_1.png,0,48,56,218,2
130_3p3_Pr_mc_AKGC417L_1.png,48,143,56,218,2
130_3p3_Pr_mc_AKGC417L_1.png,143,224,56,218,2
130_3p3_Pr_mc_AKGC417L_1.png,48,143,56,218,3
192_2b1_Ar_mc_LittC2SE_2.png,0,47,56,218,3
192_2b1_Ar_mc_LittC2SE_2.png,47,144,56,218,3
192_2b1_Ar_mc_LittC2SE_2.png,144,180,56,218,3
154_4b4_Lr_mc_AKGC417L_2.png,0,23,56,218,2
154_4b4_Lr_mc_AKGC417L_2.png,23,91,56,218,2
154_4b4_Lr_mc_AKGC417L_2.png,91,153,56,218,2
154_4b4_Lr_mc_AKGC417L_2.png,153,182,56,218,1
162_2b4_Pr_mc_AKGC417L_2.png,0,98,56,218,1
162_2b4_Pr_mc_AKGC417L_2.png,98,151,56,218,1
162_2b3_Tc_mc_AKGC417L_2.png,0,100,56,218,1
162_2b3_Tc_mc_AKGC417L_2.png,100,160,56,218,1
138_1p2_Tc_mc_AKGC417L_0.png,5,119,56,218,1
138_1p2_Tc_mc_AKGC417L_0.png,119,224,56,218,1
219_2b2_Ar_mc_LittC2SE_1.png,33,224,56,218,2
219_2b2_Ar_mc_LittC2SE_1.png,0,33,56,218,1
109_1b1_Ar_sc_Litt3200_0.png,0,68,56,218,1
109_1b1_Ar_sc_Litt3200_0.png,68,133,56,218,1
109_1b1_Ar_sc_Litt3200_0.png,133,188,56,218,1
109_1b1_Ar_sc_Litt3200_0.png,188,224,56,218,1
110_1p1_Ll_sc_Meditron_0.png,117,224,56,218,3
130_2b4_Pl_mc_AKGC417L_0.png,45,121,56,218,2
130_2b4_Pl_mc_AKGC417L_0.png,121,188,56,218,2
130_2b4_Pl_mc_AKGC417L_0.png,188,224,56,218,2
130_2b4_Pl_mc_AKGC417L_0.png,11,45,56,218,1
151_2p2_Al_mc_AKGC417L_1.png,0,56,56,218,2
151_2p2_Al_mc_AKGC417L_1.png,166,224,56,218,2
151_2p2_Al_mc_AKGC417L_1.png,0,56,56,218,3
151_2p2_Al_mc_AKGC417L_1.png,56,166,56,218,1
130_2b4_Al_mc_AKGC417L_0.png,45,121,56,218,2
130_2b4_Al_mc_AKGC417L_0.png,121,188,56,218,2
130_2b4_Al_mc_AKGC417L_0.png,188,224,56,218,2
130_2b4_Al_mc_AKGC417L_0.png,11,45,56,218,1
207_2b4_Tc_mc_AKGC417L_2.png,0,82,56,218,1
207_2b4_Tc_mc_AKGC417L_2.png,82,192,56,218,1
178_2b2_Pr_mc_AKGC417L_1.png,0,44,56,218,1
178_2b2_Pr_mc_AKGC417L_1.png,44,113,56,218,1
178_2b2_Pr_mc_AKGC417L_1.png,113,182,56,218,1
178_2b2_Pr_mc_AKGC417L_1.png,182,224,56,218,1
111_1b2_Tc_sc_Meditron_1.png,0,18,56,218,1
111_1b2_Tc_sc_Meditron_1.png,18,108,56,218,1
111_1b2_Tc_sc_Meditron_1.png,108,193,56,218,1
111_1b2_Tc_sc_Meditron_1.png,193,224,56,218,1
207_3b2_Pl_mc_AKGC417L_1.png,0,75,56,218,1
207_3b2_Pl_mc_AKGC417L_1.png,75,150,56,218,1
207_3b2_Pl_mc_AKGC417L_1.png,150,218,56,218,1
207_3b2_Pl_mc_AKGC417L_1.png,218,224,56,218,1
172_1b4_Tc_mc_AKGC417L_0.png,188,224,56,218,2
172_1b4_Tc_mc_AKGC417L_0.png,188,224,56,218,3
172_1b4_Tc_mc_AKGC417L_0.png,111,188,56,218,1
130_3p2_Ar_mc_AKGC417L_2.png,0,16,56,218,2
130_3p2_Ar_mc_AKGC417L_2.png,16,108,56,218,1
130_3p2_Ar_mc_AKGC417L_2.png,108,153,56,218,1
203_1p2_Lr_mc_AKGC417L_0.png,13,75,56,218,2
203_1p2_Lr_mc_AKGC417L_0.png,75,138,56,218,2
203_1p2_Lr_mc_AKGC417L_0.png,138,207,56,218,2
203_1p2_Lr_mc_AKGC417L_0.png,207,224,56,218,2
203_1p2_Lr_mc_AKGC417L_0.png,13,75,56,218,3
203_1p2_Lr_mc_AKGC417L_0.png,75,138,56,218,3
203_1p2_Lr_mc_AKGC417L_0.png,207,224,56,218,3
186_2b2_Al_mc_AKGC417L_2.png,0,100,56,218,1
186_2b2_Al_mc_AKGC417L_2.png,100,143,56,218,1
186_2b3_Lr_mc_AKGC417L_2.png,0,85,56,218,2
186_2b3_Lr_mc_AKGC417L_2.png,85,135,56,218,2
130_3b4_Al_mc_AKGC417L_1.png,0,95,56,218,1
130_3b4_Al_mc_AKGC417L_1.png,95,224,56,218,1
130_1p3_Ll_mc_AKGC417L_2.png,0,34,56,218,3
130_1p3_Ll_mc_AKGC417L_2.png,34,140,56,218,3
130_1p3_Ll_mc_AKGC417L_2.png,140,190,56,218,1
186_2b2_Lr_mc_AKGC417L_0.png,43,169,56,218,2
186_2b2_Lr_mc_AKGC417L_0.png,169,224,56,218,2
203_2p3_Pl_mc_AKGC417L_1.png,0,94,56,218,2
203_2p3_Pl_mc_AKGC417L_1.png,94,214,56,218,1
203_2p3_Pl_mc_AKGC417L_1.png,214,224,56,218,1
195_1b1_Pr_sc_Litt3200_1.png,80,151,56,218,3
195_1b1_Pr_sc_Litt3200_1.png,0,19,56,218,1
195_1b1_Pr_sc_Litt3200_1.png,19,80,56,218,1
195_1b1_Pr_sc_Litt3200_1.png,151,203,56,218,1
195_1b1_Pr_sc_Litt3200_1.png,203,224,56,218,1
186_2b3_Tc_mc_AKGC417L_0.png,28,146,56,218,1
186_2b3_Tc_mc_AKGC417L_0.png,146,224,56,218,1
215_1b2_Ar_sc_Meditron_0.png,39,193,56,218,3
215_1b2_Ar_sc_Meditron_0.png,193,224,56,218,3
215_1b2_Ar_sc_Meditron_0.png,2,39,56,218,1
133_2p2_Al_mc_AKGC417L_0.png,4,82,56,218,1
